TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
1225,Materials Physics,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.1 Condensed Matter Physics,
927,Materials Science,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
918,Materials Science,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
754,Materials Science And Engineering,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
1151,Angiogenesis,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1210,Bone,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
1093,Cancer,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
81,Cancer,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
961,Cancer Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
810,Cancer Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
52,Cancer Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
69,Cancer Immunotherapy,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
1288,Cancer Immunotherapy,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
1260,Cancer Screening,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1327,Diabetes Technology,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
755,Mental Health,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1154,Microcirculation,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
950,Muscle,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
1138,Culture,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1278,Identity,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
20,Inclusive And Equitable Student Support,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1078,Inclusive Teaching,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
646,Student Assessment,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
225,Audience Interaction,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
404,Biometrics,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.4 Privacy & Trust,
23,Biotechnology,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
87,Biotechnology Engineering,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
1106,Data Fusion,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
708,Data Fusion,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
463,Disability Studies Cyborg-Technology,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1256,Eye Tracking,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1219,Forensics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
1003,Human-Technology Interaction,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1096,Information Technology,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
1035,Iot,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
95,Nanotechnology,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
937,Science And Technology Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
497,"Science, Technology & Society",9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
471,"Science, Technology, And Society",9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1136,Technology,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
495,Technology & Literature,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
483,Technology & Science Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1317,Technology & Science Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
706,Technology And Democracy,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
467,Technology And Industrialization,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.4 History of Technology,
1129,Technology Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
386,Resilience In Cps,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
820,Risk Analysis,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.4 Reliability Engineering,
1102,Risk Analysis,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.4 Reliability Engineering,
207,Risk Analysis,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.4 Reliability Engineering,
186,Risk Management,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.4 Reliability Engineering,
1303,Service Life Prediction,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
659,Application Of Optical Measurement,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
967,Electronic Structure,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
544,Electronic Structures,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
1142,Flexible Electronics,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
688,High-Speed Flow Physics,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.1 Aerodynamics,
378,Millimeter-Wave And Terahertz,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.4 Laser Technology,
188,MultiphysiCS And Multiscale Modeling,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
957,Optical,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
853,Optical Diagnostics,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
444,Optical Frequency Combs,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.4 Laser Technology,
443,Optical Microresonators,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
606,Optical-Based Measurement,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
383,Optoelectronic Devices,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
981,Optoelectronics,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
863,Optoelectronics,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
704,PsychophysiCS And Psychometrics,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.4 Statistical Physics,
1264,And Society,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1319,Cultural Anthropology,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
454,Cultural Anthropology,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
459,Engineering Anthropology,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
865,Environment Assisted Cracking,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
1272,Groundwater,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1113,Intelligent Built Environments,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
555,Lead Pipe,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
167,Stormwater,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1152,Agent-Based Modeling,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.3 Simulation,
813,Algorithm Development,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
367,Algorithmic Economics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
282,Algorithms,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
1115,Behavioral Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
951,Computer Modeling,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.3 Scientific Computing,
339,Design And Analysis Of Algorithms,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
582,Digital Human Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
1071,Generative Modeling,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
1054,Human Behavior Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
717,Human Behavior Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
630,Human Body Modeling,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
699,Human Performance Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
1053,Human Performance Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
719,Infectious Disease Modeling,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
1244,Infectious Diseases Modeling,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
848,Modeling,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
1107,Predictive Modeling,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
357,Randomized Algorithms,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
1169,Tensor Decomposition,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
321,Theoretical Computer Science,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
94,Advanced Immunotherapies,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
115,Bioengineering,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
1090,Bioengineering,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
1005,Biofabrication,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.3 Biomaterials,
24,Biofilms,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1125,Bioimpedance,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
786,Biolocomotion,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
25,Biomineralization,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.3 Biomaterials,
684,Biomineralizing Tissues,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
65,Bioprinting,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.3 Biomaterials,
27,Biosensors,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.3 Medical Devices & Instrumentation,
26,Biosurfactants,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.3 Synthetic Biology,
10,Cell And Developmental Biology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
1308,Cell Motility,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
3,Fibroblast Biology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
18,Fibrosis,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1204,Gene Therapy,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
1088,Immunotherapy,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
93,Inflammation-Fibrosis,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1080,Mechanobiology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
34,Mechanobiology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
15,Mechanotransduction,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
809,Neurodevelopmental Disorders,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.4 Neuroscience & Neural Engineering,
547,Orthopaedic Implants,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.3 Medical Devices & Instrumentation,
930,Orthopaedics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
8,Quantitative Biosciences,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.2 Bioinformatics & Computational Biology,
1233,Single-Cell Biology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
1212,Skeletal Development And Evolution,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
28,Structural Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.2 Bioinformatics & Computational Biology,
67,TheranostiCS And Image-Guided Therapies,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
14,Translational Science,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
55,Tumor Heterogeneity,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
944,Tyrosine Phosphorylation,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
60,Drug And Cell Delivery,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
88,Drug And Gene Delivery,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
1183,Drug Discovery,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
963,Emergency Medicine,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1322,Emergency Medicine,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1202,Health Equity,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.2 Healthcare Systems,
1292,Medicine,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1258,Precision Health,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.1 Digital Health,
97,Precision Medicine,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.1 Digital Health,
1140,Coding Theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
342,Compiler Construction,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
355,Compilers,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
341,Complexity Theory,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
351,Computer Game Design,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
90,Computer GraphiCS And Vision,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
842,Computer Science,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
909,Computer Science,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
297,CS In Humanities,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
774,Cs1,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.1 CS Education,
1188,Cyberinfrastructure,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
1217,Data Provenance,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.3 Database Systems,
799,Data Science,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
1168,Data Science,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
1243,Data-Driven Decision-Making,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
581,Data-Driven Design And Engineering,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.1 Engineering Design,
762,Dynamic Programming,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
777,Error Messages,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
1314,Heterogeneous Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
318,High-Performance Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
1122,High-Performance Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
1330,High-Performance Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
274,Information And Coding Theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
1139,Information Theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
198,Internet Of Things,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
1218,Intrusion Detection,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
914,Language Models,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.4 Natural Language Processing,
336,Mobile Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
410,NuMBEr Theory,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
257,Programming Languages And Compilers,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1033,Secure Computation,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
895,Secure Internet Of Things,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
330,Social Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1170,Surveillance,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.4 Privacy & Trust,
260,Threshold Signatures,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
989,Theory Of Computation,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
261,Zero-Knowledge Proofs,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
1198,Scalable Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
615,Anthropomorphic Test Device,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
822,Bio-Inspired Flow,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
807,Complex Fluids,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
851,Coupled,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
794,Dislocations,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
864,Fatigue,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
689,Fluid-Structure Interactions,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
411,Fluid-Structure Interactions,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
826,Fish Swimming,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
855,Flow Instrumentation,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
586,Hypersonics,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.1 Aerodynamics,
1195,Hypersonics,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.1 Aerodynamics,
565,Impact/Shock Mitigation,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
611,Mechanisms Prediction Pedestrian,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
429,Mechatronics,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.2 Robotics,
653,Micro/Nanomechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
609,Morphing Structures/Biomimetics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.4 Smart Structures,
1186,Occupant Protection,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
1226,Rotating Machinery,5. Mechanical & Aerospace Engineering,5.5 Dynamics & Vibrations,5.5.2 Vibration Control,
644,Rotating Machinery,5. Mechanical & Aerospace Engineering,5.5 Dynamics & Vibrations,5.5.2 Vibration Control,
1324,Shock,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
892,Sports Injuries,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
891,Vehicle Crashworthiness,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
788,Vehicle Stability,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.3 Flight Mechanics,
658,Turbulence Multiphase Flow,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
1074,Mechanical Engineering,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
897,Bridge Engineering,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
861,Coastal Oceanography,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.3 Environmental Engineering,
898,Condition Assessment,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
859,Construction Engineering And Management,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.1 Construction Management,
939,Construction Of Expertise,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
180,Design,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.1 Engineering Design,
171,Infrastructure Condition Assessment,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
168,Flooding,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1222,Flooding,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
745,Geophysical Mass Flows,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.3 Geohazards,
1085,Geophysical Mass Flows,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.3 Geohazards,
166,Hydroinformatics,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1220,Hydroinformatics,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
184,Hydrological Extremes,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
931,Structural Design,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
888,Structural Health Monitorin,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
734,Structure Analysis,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
1213,Structure-Function Relation,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
682,Structure-Function Relationships,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
805,Water Chemistry,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
971,Wash,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
1127,Cytometry,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
399,Devices And Sensors,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
416,Emerging Solid-State Devices,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1145,Human-Robot Collaboration,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
1025,Integrated Antennas,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
1280,Low Power,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
390,Low Power Design,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
907,Mems,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
