TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
198,Internet Of Things,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
199,Computational Statistics And Simulation/statistical Modeling,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.3 Statistics,
200,Climate Change,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.4 Climate & Sustainability,
201,Energy Sustainability,7. CHEMICAL & NUCLEAR ENGINEERING,7.3 Energy & Sustainability,,
202,Life Cycle Assessment,7. CHEMICAL & NUCLEAR ENGINEERING,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
203,Water And Wastewater Treatment,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
204,Water Resources Management,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
205,Multi-objective Control,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.1 Control Systems,
206,Stochastic Hydrology,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
207,Risk Analysis,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.4 Decision Analysis,
208,Uncertainty Analysis,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,,
209,Climate Risk Management,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.4 Climate & Sustainability,
210,Modeling Of Coupled Human-natural Systems,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.3 Complex Systems,
211,Resilience In Complex Systems,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.3 Complex Systems,
212,"""Water Resources Systems Analysis"," Planning,  And Management""",6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,"6.3.1 Water Resources, "
213,Forecast-informed Decision Making,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.4 Decision Analysis,
214,Controlled Decision-making Experiments,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.4 Decision Analysis,
215,Nanomaterials And Nanomanufacturing,3. MATERIALS SCIENCE & ENGINEERING,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
216,Connected And Automated Vehicles,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.2 Transportation Engineering,6.2.3 Intelligent Transportation,
217,Molecular Diagnostics,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
218,Polio Eradication,9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,9.5.4 Public Health,
219,Tracking Immunity And Virus Shedding After Oral Polio Vaccination In Resource-challenged Countries,9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,9.5.4 Public Health,
220,Dependable And Secure Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.2 Cybersecurity,
221,Artificial Intelligence And Machine Learning,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
222,Robotics And Cyber-physical Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,,
223,Smart And Connected Health,9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,9.5.1 Digital Health,
224,Hci,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
225,Audience Interaction,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
226,Informal Learning With Technology,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,2.7.2 Educational Technology,
227,3d User Interfaces,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.2 VR/AR/MR,
228,User Experience Design,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
229,Computer Science Education,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,2.7.1 CS Education,
230,Computational Thinking,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,2.7.1 CS Education,
231,"""Large Multi-scale"," High-performance Modeling And Simulation Systems Grounded In Computational And Information Sciences Spanning Mathematical,  Biological,  Psychological And Social Sciences.""",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,"2.6.3 Scientific Computing, "
232,Dynamical Networks Called Sequential/graphical Systems Grounded In Topics Ranging From Rna To Social Dynamics And Policy.,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
233,Theoretical And Applied Research In Intelligent Systems.,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,,
234,Translational Research-to-application Analytics And Machine Intelligence.,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
235,Dynamical Networks,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
237,Translational Research-to-application Analytics,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
240,Machine Learning / Artificial Intelligence Including Data Mining And Pattern Recognition,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,,
241,Robotics,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.2 Robotics,
242,Cyber-physical Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
243,Autonomous Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.3 Autonomous Systems,
244,Software Engineering,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
245,Operating Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.4 Operating Systems,
246,Computer Networks,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.1 Networking,
247,Architecture,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
248,Embedded Operating Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.4 Operating Systems,
251,Foundations Of Machine Learning,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
252,Understanding Neural Networks,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
253,Optimization For Machine Learning,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.1 Optimization,
254,Analyzing Stochastic Processes With Applications In Machine Learning,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.2 Stochastic Systems,
255,Computer Architecture,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
256,Grid/cloud/high-performance Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,,
257,Programming Languages And Compilers,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
258,Theoretical And Applied Cryptography,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.3 Cryptography,
259,Multiparty Computation,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.3 Cryptography,
260,Threshold Signatures,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.3 Cryptography,
261,Zero-knowledge Proofs,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.3 Cryptography,
262,Computational Behavior Modeling,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
263,Ubiquitous And Mobile Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
264,Ai,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
265,Intelligent Human-centered Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
266,Smart Health And Smart Cities,9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,,
267,Parallel And Distributed Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,,
269,Interaction And Interface Between The Compiler," Runtime/operating System,  And Underlying Architecture",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,"2.2.1 Computer Architecture, "
270,"""Software Verification And Validation"," Software Engineering,  Program Analysis""",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,"2.3.1 Software Engineering, "
271,Software Engineering And Autonomous Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
272,Software Testing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
273,Software Security,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.2 Cybersecurity,
274,Information And Coding Theory,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.3 Communications & Signal Processing,,
275,Stochastic Modeling,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.2 Stochastic Systems,
277,Generative Ai And Its Use For Scientific And Engineering Resarch,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
278,Responsible Ai,9. INTERDISCIPLINARY & EMERGING FIELDS,"9.4 Science,  Technology & Society","9.4.2 Ethics & Policy, ",
279,Neuro-symbolic Ai,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,,
280,Differential Privacy,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.4 Privacy & Trust,
281,Algorithmic Fairness,9. INTERDISCIPLINARY & EMERGING FIELDS,"9.4 Science,  Technology & Society","9.4.2 Ethics & Policy, ",
282,Algorithms,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
283,Network Systems Science,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.3 Complex Systems,
284,High Performance Computing And Clouds,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,,
285,Ai For Science,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
286,Deep Learning Data Analytics And Simulation Surrogates,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
287,The Interface Of Data Engineering And Data Science With Data Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,,
289,Embedded Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
290,Wireless Sensor Networks,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
291,Computing Education,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,2.7.1 CS Education,
292,Digital Humanities,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,,
294,Evolving Networks,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.3 Complex Systems,
295,Social Network Analysis,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.3 Complex Systems,
296,Data Visualization,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,2.6.4 Visualization,
297,Cs In Humanities,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,,
298,Computer Architecture Performance,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1342,Energy Efficiency,5. MECHANICAL & AEROSPACE ENGINEERING,5.2 Fluid Mechanics & Thermal Sciences,5.2.3 Thermodynamics,
1343,Memory Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,4.1.4 Memory & Storage,
299,Graphics Processing Units (gpus) Cloud,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1345,Gpus For Ai,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
300,Hardware Security And Reliability Gpus, Accelerators,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,"2.4.2 Cybersecurity, "
302,Biomedical Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,,
303,Programmable Networks,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.1 Networking,
304,Software-defined Networking,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.1 Networking,
305,Network Measurement,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.1 Networking,
306,Network Security,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.2 Cybersecurity,
307,Natural Lanaguage Processing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.4 Natural Language Processing,
308,Systems Software At The Intersection Of Os," Compilers,  And Architecture",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,"2.3.4 Operating Systems, "
309,"""Cryptography Theoretical Cryptography And Its Intersection With Algorithms"," With A Focus On Private Accesses On Big Data""",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,"2.4.3 Cryptography, "
310,Distributed Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
311,Cloud Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
312,Software Reliability,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
313,Network Science,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.3 Complex Systems,
315,Discrete Graphical Dynamical Systems And Multi-agent Systems,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
316,"""Computational Epidemiology"," Computational Economics,  Computational Immunology,  And Computational Sustainability""",9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,"9.5.4 Public Health, "
317,Modeling And Simulation,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,2.6.3 Scientific Computing,
318,High-performance Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
319,Developing Innovative Computing Technologies For Reliable," Secure,  And Sustainable Socially Coupled Systems",8. INDUSTRIAL & SYSTEMS ENGINEERING,"8.2 Systems Engineering, , ",
320,Data Analytics,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
321,"""Theoretical Computer Science"," Including Complexity Theory And Algorithmics""",9. INTERDISCIPLINARY & EMERGING FIELDS,"9.1 Mathematics & Computational Sciences, , ",
322,Broadening Participation In Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,2.7.3 Broadening Participation,
323,Increasing K-12 Access To Qualified Computing Teachers,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.7 CS Education & Research,2.7.3 Broadening Participation,
324,Computational Methods Of Industrial Organization,9. INTERDISCIPLINARY & EMERGING FIELDS,9.6 Business & Economics Applications,9.6.4 Industrial Organization,
325,Structural Economics For Big Data,9. INTERDISCIPLINARY & EMERGING FIELDS,9.6 Business & Economics Applications,,
326,Human-centered Ai,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
327,Mental & Digital Health,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.4 Digital Well-being,
328,Behavioral Sensing,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
329,Ubiquitous Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
330,Social Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,,
331,Human-centered Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
332,Digital Well-being,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.4 Digital Well-being,
333,Positive Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,,
334,Wireless Networking,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.1 Networking,
335,Smart Sensing And Intelligent Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,,
336,Mobile Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
338,Computer Science Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,,
339,Design And Analysis Of Algorithms,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
340,Database Systems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.3 Database Systems,
341,Complexity Theory,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,,
342,Compiler Construction,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
344,Discrete Dynamical Systems,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
346,Distributed Systems And Networks,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
348,Distributed Machine Learning,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
349,Machine Learning Applications,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,,
350,Smart City/building,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,,
351,Computer Game Design,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,,
352,Memory Architecture And Processing In And Near Memory (pim/pnm),4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,4.1.4 Memory & Storage,
353,Automata Processing And Pattern Matching,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
354,Design Verification,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
355,Compilers,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
356,Computer Security,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.2 Cybersecurity,
357,Randomized Algorithms,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
358,Combinatorial Optimization,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.1 Optimization,
359,Distributed Computing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
362,"""Software Engineering Software Reliability (including Ml Systems)"," Software Verification And Validation,  Software Testing""",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,"2.3.1 Software Engineering, "
363,Machine Learning Graph Neural Networks,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
1347,Llm,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.4 Natural Language Processing,
364,"""Formal Methods Automated Reasoning (e.g."," Sat/smt Solving,  Model Counting)""",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.3 Software Engineering & Systems,"2.3.2 Formal Methods & Verification, "
365,Reinforcement Learning,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
366,Game Theory,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.4 Decision Analysis,
367,Algorithmic Economics,9. INTERDISCIPLINARY & EMERGING FIELDS,9.6 Business & Economics Applications,,
368,Multi-agent Ai,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,,
369,Security,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.2 Cybersecurity,
370,Cryptography,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.3 Cryptography,
371,"""Machine Learning Transformers And Large Language Models (llms); Reinforcement Learning; Privacy-preserving Machine Learning""",2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,,
372,"""Wireless Communications And Networking Ml For Wireless Networks; Signal Processing For Communications; Mimo.""",4. ELECTRICAL & ELECTRONICS ENGINEERING,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
373,High-performance Computing With A Particular Interest In Performance Optimization And Analysis,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
374,Computer Architecture And Compilers,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
375,Biomedical Image Analysis,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
376,Statistical Shape Analysis,9. INTERDISCIPLINARY & EMERGING FIELDS,9.1 Mathematics & Computational Sciences,9.1.3 Statistics,
377,Bioimage Analysis,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
378,Millimeter-wave And Terahertz Electronics,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,,
379,Wireless And Optical Communication Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.3 Communications & Signal Processing,4.3.4 Communication Systems,
380,Radio-frequency Microelectromechanical Systems (rf-mems),4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,,
381,Stem Pedagogy,9. INTERDISCIPLINARY & EMERGING FIELDS,9.3 Engineering Education & Research,9.3.3 STEM Education,
382,Sensors And Instrumentation,9. INTERDISCIPLINARY & EMERGING FIELDS,9.2 Physics & Applied Physics,9.2.2 Applied Physics,
383,Optoelectronic Devices,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
384,Cps Cyber-security,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
385,Autonomous Mobile Robots (aerial And Ground Robotics),4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.3 Autonomous Systems,
386,Resilience In Cps,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
387,Heterogeneous Robotic Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.2 Robotics,
388,Co-design And Rapid Prototyping Of Robotic Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.2 Robotics,
389,Human-robot Interaction,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
390,Low Power Design,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
391,Vlsi Design,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
392,Microscale Heat Transfer,5. MECHANICAL & AEROSPACE ENGINEERING,5.2 Fluid Mechanics & Thermal Sciences,5.2.2 Heat Transfer,
393,Nanoelectronics And 2-d Materials,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
394,Magnetic Materials,3. MATERIALS SCIENCE & ENGINEERING,3.3 Materials Properties & Applications,3.3.2 Magnetic Materials,
396,Photon Processing Of Materials,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.2 Photonics & Optoelectronics,4.2.4 Laser Technology,
397,Photovoltaics,3. MATERIALS SCIENCE & ENGINEERING,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
398,Nanomaterials,3. MATERIALS SCIENCE & ENGINEERING,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
399,Devices And Sensors,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.1 Microelectronics & Nanoelectronics,,
400,Image Reconstruction And Inverse Problems,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
401,Ultrahigh Resolution Brain Mri,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
