paperID,title,url,abstract,publisher,source,yearPublished
708,Framing to reduce present bias in infrastructure design intentions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BwxRqBMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=BwxRqBMAAAAJ:8AbLer7MMksC,"Infrastructure professionals (N = 261) were randomly assigned to either a future or present-framed project description and asked to recommend design attributes for an infrastructure project. The future-framed condition led professionals to propose a significantly longer infrastructure design life, useful life to the community, and acceptable return on financial investment. The findings suggest a straightforward and inexpensive way to lessen present bias in various design contexts",Elsevier,,2022
709,Privacy-preserving distributed linear regression on high-dimensional data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&citation_for_view=QMbCDtEAAAAJ:qjMakFHDy7sC,"We propose privacy-preserving protocols for computing linear regression models, in the setting where the training dataset is vertically distributed among several parties. Our main contribution is a hybrid multi-party computation protocol that combines Yao's garbled circuits with tailored protocols for computing inner products. Like many machine learning tasks, building a linear regression model involves solving a system of linear equations. We conduct a comprehensive evaluation and comparison of different techniques for securely performing this task, including a new Conjugate Gradient Descent (CGD) algorithm. This algorithm is suitable for secure computation because it uses an efficient fixed-point representation of real numbers while maintaining accuracy and convergence rates comparable to what can be obtained with a classical solution using floating point numbers. Our technique improves on Nikolaenko et al.'s method for privacy-preserving ridge regression (S&P 2013), and can be used as a building block in other analyses. We implement a complete system and demonstrate that our approach is highly scalable, solving data analysis problems with one million records and one hundred features in less than one hour of total running time.",,,2016
710,Scaling ORAM for secure computation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&citation_for_view=QMbCDtEAAAAJ:UeHWp8X0CEIC,"We design and implement a Distributed Oblivious Random Access Memory (DORAM) data structure that is optimized for use in two-party secure computation protocols. We improve upon the access time of previous constructions by a factor of up to ten, their memory overhead by a factor of one hundred or more, and their initialization time by a factor of thousands. We are able to instantiate ORAMs that hold 234 bytes, and perform operations on them in seconds, which was not previously feasible with any implemented scheme. Unlike prior ORAM constructions based on hierarchical hashing, permutation, or trees, our Distributed ORAM is derived from the new Function Secret Sharing scheme introduced by Boyle, Gilboa and Ishai. This significantly reduces the amount of secure computation required to implement an ORAM access, albeit at the cost of O(n) efficient local memory operations. We implement our …",,,2017
711,Secure two-party threshold ECDSA from ECDSA assumptions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&citation_for_view=QMbCDtEAAAAJ:IjCSPb-OGe4C,"The Elliptic Curve Digital Signature Algorithm (ECDSA) is one of the most widely used schemes in deployed cryptography. Through its applications in code and binary authentication, web security, and cryptocurrency, it is likely one of the few cryptographic algorithms encountered on a daily basis by the average person. However, its design is such that executing multi-party or threshold signatures in a secure manner is challenging: unlike other, less widespread signature schemes, secure multi-party ECDSA requires custom protocols, which has heretofore implied reliance upon additional cryptographic assumptions such as the Paillier encryption scheme. We propose new protocols for multi-party ECDSA key-generation and signing with a threshold of two, which we prove secure against malicious adversaries in the random oracle model using only the Computational Diffie-Hellman Assumption and the assumptions …",IEEE,,2018
712,Threshold ECDSA from ECDSA assumptions: The multiparty case,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&citation_for_view=QMbCDtEAAAAJ:zYLM7Y9cAGgC,"Cryptocurrency applications have spurred a resurgence of interest in the computation of ECDSA signatures using threshold protocols---that is, protocols in which the signing key is secret-shared among n parties, of which any subset of size t must interact in order to compute a signature. Among the resulting works to date, that of Doerner et al. requires the most natural assumptions while also achieving the best practical signing speed. It is, however, limited to the setting in which the threshold is two. We propose an extension of their scheme to arbitrary thresholds, and prove it secure against a malicious adversary corrupting up to one party less than the threshold under only the Computational Diffie-Hellman assumption in the Random Oracle model, an assumption strictly weaker than those under which ECDSA is proven. Whereas the best current schemes for threshold-two ECDSA signing use a Diffie-Hellman Key …",IEEE,,2019
713,Revisiting square-root ORAM: efficient random access in multi-party computation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&citation_for_view=QMbCDtEAAAAJ:u5HHmVD_uO8C,"Hiding memory access patterns is required for secure computation, but remains prohibitively expensive for many interesting applications. Prior work has either developed custom algorithms that minimize the need for data-dependant memory access, or proposed the use of Oblivious RAM (ORAM) to provide a general-purpose solution. However, most ORAMs are designed for client-server scenarios, and provide only asymptotic benefits in secure computation. Even the best prior schemes show concrete benefits over naïve linear scan only for array sizes greater than 100. This immediately implies each ORAM access is 100 times slower than a single access at a known location. Even then, prior evaluations ignore the substantial initialization cost of existing schemes. We show how the classical square-root ORAM of Goldreich and Ostrovsky can be modified to overcome these problems, even though it is asymptotically …",IEEE,,2016
714,From OT to OLE with Subquadratic Communication,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=QMbCDtEAAAAJ:L8Ckcad2t8MC,"Oblivious Linear Evaluation (OLE) is an algebraic generalization of oblivious transfer (OT) that forms a critical part of a growing number of applications. An OLE protocol over a modulus enables the receiver party to securely evaluate a line chosen by the sender party on a secret point . Motivated by the big efficiency gap between OLE and OT and by fast OT extension techniques, we revisit the question of reducing OLE to OT, aiming to improve the communication cost of known reductions. We start by observing that the Chinese Remainder Theorem (CRT) can be combined with a prior protocol of Gilboa (Crypto’99) to reduce its communication cost from to bits, for . Unfortunately, whereas Gilboa's protocol is secure against a semi-honest sender and a malicious receiver, a direct application of the CRT technique is only semi-honest secure (it is insecure against malicious receivers). Thus, we employ number-theoretic techniques to protect our CRT-based protocol against malicious receivers, while still retaining a concrete advantage over Gilboa's protocol (eg, less communication for ). Furthermore, we obtain a fully malicious OLE-to-OT reduction by applying either information-theoretic techniques with moderate overhead, or RSA-based cryptographic techniques with very low overhead. We demonstrate the usefulness of our results in the context of OLE applications, including a post-quantum oblivious pseudorandom function (OPRF) and distributed signatures. In particular, assuming pre-existing random OT correlations, we can use our malicious-receiver OLE protocol to realize (a single instance of) the power …",,,2025
715,Sometimes you can’t distribute random-oracle-based proofs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=QMbCDtEAAAAJ:M3ejUd6NZC8C,"We investigate the conditions under which straight-line extractable NIZKs in the random oracle model (i.e. without a CRS) permit multiparty realizations that are black-box in the same random oracle. We show that even in the semi-honest setting, any MPC protocol to compute such a NIZK cannot make black-box use of the random oracle or a hash function instantiating it if security against all-but-one corruptions is desired, unless the number of queries made by the verifier to the oracle grows linearly with the number of parties. This presents a fundamental barrier to constructing efficient protocols to securely distribute the computation of NIZKs (and signatures) based on MPC-in-the-head, PCPs/IOPs, and sigma protocols compiled with transformations due to Fischlin, Pass, or Unruh. When the adversary is restricted to corrupt only a constant fraction of parties, we give a positive result by means of a tailored construction …",Springer Nature Switzerland,,2024
716,Secure multiparty computation with identifiable abort via vindicating release,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=QMbCDtEAAAAJ:_kc_bZDykSQC,"In the dishonest-majority setting, secure multiparty computation (MPC) with identifiable abort (IA) guarantees that honest parties can identify and agree upon at least one cheating party if the protocol does not produce an output. Known MPC constructions with IA rely on generic zero-knowledge proofs, adaptively secure oblivious transfer (OT) protocols, or homomorphic primitives, and thus incur a substantial penalty with respect to protocols that abort without identifiability. We introduce a new, weaker notion of IA called input-revealing IA (IRIA), which can be constructed through selective revealing of committed input values—a technique we call vindicating release. We show that this weaker form of IA can be achieved with small concrete overheads for many interesting protocols in the literature, including the pre-processing protocols needed for several state-of-the-art MPC protocols. We next show how to assemble …",Springer Nature Switzerland,,2024
717,Threshold ECDSA in three rounds,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=QMbCDtEAAAAJ:KlAtU1dfN6UC,"We present a three-round protocol for threshold ECDSA signing with malicious security against a dishonest majority, which information-theoretically UC-realizes a standard threshold signing functionality, assuming only ideal commitment and two-party multiplication primitives. Our protocol combines an intermediate representation of ECDSA signatures that was recently introduced by Abram et al. [2] with an efficient statistical consistency check reminiscent of the ones used by the protocols of Doerner et al. [3], [4]. We show that shared keys for our signing protocol can be generated using a simple commit-release-and-complain procedure, without any proofs of knowledge, and to compute the intermediate representation of each signature, we propose a two-round vectorized multiplication protocol based on oblivious transfer that outperforms all similar constructions. We demonstrate empirically that our protocol …",IEEE,,2024
718,Constant-round simulation-secure coin tossing extension with guaranteed output,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=QMbCDtEAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=QMbCDtEAAAAJ:qxL8FJ1GzNcC,"Common randomness is an essential resource in many applications. However, Cleve (STOC 86) rules out the possibility of tossing a fair coin from scratch in the presence of a dishonest majority. A second-best alternative is a Coin Tossing Extension (CTE) protocol, which uses an “online” oracle that produces a few common random bits to generate many common random-looking bits. We initiate the systematic study of fully-secure CTE, which guarantees output even in the presence of malicious behavior. A fully-secure two-party statistical CTE protocol with black-box simulation was implicit in Hofheinz et al. (Eurocrypt 06), but its round complexity is nearly linear in its output length. The problem of constant-round CTE with superlogarithmic stretch remained open. We prove that statistical CTE with full black-box security and superlogarithmic stretch must have superconstant rounds. In the computational setting we prove …",Springer Nature Switzerland,,2024
719,Acellular normal and fibrotic human lung matrices as a culture system for in vitro investigation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&citation_for_view=8jy5ddIAAAAJ:hqOjcs7Dif8C,"Rationale: Extracellular matrix (ECM) is a dynamic tissue that contributes to organ integrity and function, and its regulation of cell phenotype is a major aspect of cell biology. However, standard in vitro culture approaches are of unclear physiologic relevance because they do not mimic the compositional, architectural, or distensible nature of a living organ. In the lung, fibroblasts exist in ECM-rich interstitial spaces and are key effectors of lung fibrogenesis. Objectives: To better address how ECM influences fibroblast phenotype in a disease-specific manner, we developed a culture system using acellular human normal and fibrotic lungs. Methods: Decellularization was achieved using treatment with detergents, salts, and DNase. The resultant matrices can be sectioned as uniform slices within which cells were cultured. Measurements and Main Results: We report that the decellularization process effectively removes …",American Thoracic Society,,2012
720,Maleimide cross-linked bioactive PEG hydrogel exhibits improved reaction kinetics and cross-linking for cell encapsulation and in-situ delivery,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&citation_for_view=8jy5ddIAAAAJ:LkGwnXOMwfcC,"Engineered polyethylene glycol-maleimide matrices for regenerative medicine exhibit improved reaction efficiency and wider range of Young’s moduli by utilizing maleimide cross-linking chemistry. This hydrogel chemistry is advantageous for cell delivery due to the mild reaction that occurs rapidly enough for in situ delivery, while easily lending itself to “plug-and-play” design variations such as incorporation of enzyme-cleavable cross-links and cell-adhesion peptides.",,,2011
721,Matrix stiffness–induced myofibroblast differentiation is mediated by intrinsic mechanotransduction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&citation_for_view=8jy5ddIAAAAJ:W7OEmFMy1HYC,The mechanical properties of the extracellular matrix have recently been shown to promote myofibroblast differentiation and lung fibrosis. Mechanisms by which matrix stiffness regulates myofibroblast differentiation are not fully understood. The goal of this study was to determine the intrinsic mechanisms of mechanotransduction in the regulation of matrix stiffness–induced myofibroblast differentiation. A well established polyacrylamide gel system with tunable substrate stiffness was used in this study. Megakaryoblastic leukemia factor-1 (MKL1) nuclear translocation was imaged by confocal immunofluorescent microscopy. The binding of MKL1 to the α-smooth muscle actin (α-SMA) gene promoter was quantified by quantitative chromatin immunoprecipitation assay. Normal human lung fibroblasts responded to matrix stiffening with changes in actin dynamics that favor filamentous actin polymerization. Actin …,American Thoracic Society,,2012
722,Controlling integrin specificity and stem cell differentiation in 2D and 3D environments through regulation of fibronectin domain stability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&citation_for_view=8jy5ddIAAAAJ:u-x6o8ySG0sC,"The extracellular matrix (ECM) exerts powerful control over many cellular phenomena, including stem cell differentiation. As such, design and modulation of ECM analogs to ligate specific integrin is a promising approach to control cellular processes in vitro and in vivo for regenerative medicine strategies. Although fibronectin (FN), a crucial ECM protein in tissue development and repair, and its RGD peptide are widely used for cell adhesion, the promiscuity with which they engage integrins leads to difficulty in control of receptor-specific interactions. Recent simulations of force-mediated unfolding of FN domains and sequences analysis of human versus mouse FN suggest that the structural stability of the FN's central cell-binding domains (FN III9–10) affects its integrin specificity. Through production of FN III9–10 variants with variable stabilities, we obtained ligands that present different specificities for the integrin α5β …",Elsevier,,2009
723,Macrophage and fibroblast interactions in biomaterial‐mediated fibrosis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&citation_for_view=8jy5ddIAAAAJ:Fu2w8maKXqMC,"Biomaterial‐mediated inflammation and fibrosis remain a prominent challenge in designing materials to support tissue repair and regeneration. Despite the many biomaterial technologies that have been designed to evade or suppress inflammation (i.e., delivery of anti‐inflammatory drugs, hydrophobic coatings, etc.), many materials are still subject to a foreign body response, resulting in encapsulation of dense, scar‐like extracellular matrix. The primary cells involved in biomaterial‐mediated fibrosis are macrophages, which modulate inflammation, and fibroblasts, which primarily lay down new extracellular matrix. While macrophages and fibroblasts are implicated in driving biomaterial‐mediated fibrosis, the signaling pathways and spatiotemporal crosstalk between these cell types remain loosely defined. In this review, the role of M1 and M2 macrophages (and soluble cues) involved in the fibrous encapsulation of …",,Advanced healthcare materials,2019
724,Active antigen-specific adaptive immune responses are shared among patients with progressive fibrotic interstitial lung disease,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8jy5ddIAAAAJ:YohjEiUPhakC,"Rationale: Enlargement of lung-associated lymph nodes (LNs) predicts worse survival in all patients with interstitial lung disease (ILD). This phenomenon occurs in both connective tissue disease–associated ILD and, surprisingly, idiopathic pulmonary fibrosis (IPF), where immune-driven pathogenesis is controversial. Objectives: To determine whether immune responses in the lung LNs of patients with ILD are antigen-specific and significant to pathology and etiology. Methods: ILD lung LNs excised at transplant (30 IPF, 7 interstitial pneumonia with autoimmune features, 4 hypersensitivity pneumonitis, 5 connective tissue disease–associated ILD, 5 other ILD) and 36 donor control lung LNs were analyzed by spectral flow cytometry. Formalin-fixed lung LNs and OCT-fixed lung samples of patients with IPF were used to determine germinal center (GC) and antigen-specific responses. Serum autoantibody responses …",American Thoracic Society,,2025
725,Compositions and methods for detecting and regulating fibronectin-integrin interaction and signaling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8jy5ddIAAAAJ:kh2fBNsKQNwC,"Provided are antibodies that include amino acid sequences of SEQ ID NOs: 2, 4, and 6-12, or amino acid sequences that are about 95% identical thereto, and fragments thereof. Also provided are scFv peptides that include a V H segment having a first amino acid sequence of amino acids 4-113 of any one of SEQ ID NOs: 2 and 8-12, a V L segment having a second amino acid sequence having amino acids 113-237 of SEQ ID NOs. 2 and 8-12, or both; nucleic acids encoding the same; methods for using the same to detect and/or target conformational states of FN in samples; methods for treating diseases and/or disorders and/or for meliorating at least one symptom of consequence of a disease or disorder associated with abnormal expression of a force-induced conformational state of FN in subjects; and methods for screening for compounds having selective binding activities for conformational states of FN.",,,2025
726,Biomechanical properties of the capsule and extracellular matrix play a major role during the Wolffian/epididymal duct development,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8jy5ddIAAAAJ:foquWX3nUaYC,"Background The epididymis is important for sperm maturation and without its proper development, male infertility will result. Biomechanical properties of tissues/organs play key roles during their morphogenesis, including the Wolffian duct. It is hypothesized that structural/bulk stiffness of the capsule and mesenchyme/extracellular matrix that surround the duct is a major biomechanical property that regulates Wolffian duct morphogenesis. These data will provide key information as to the mechanisms that regulate the development of this important organ. Objectives To measure the structural/bulk stiffness in Pascals (force/area) of the capsule and the capsule and mesenchyme together that surrounds the Wolffian duct during the development. To examine the relative membrane tension of mesenchymal cells during the Wolffian duct development. Since Ptk7 was previously shown to regulate ECM integrity and Wolffian …",,,2025
727,Multiscale computational model predicts how environmental changes and treatments affect microvascular remodeling in fibrotic disease,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8jy5ddIAAAAJ:0N-VGjzr574C,"Investigating the molecular, cellular, and tissue-level changes caused by disease, and the effects of pharmacological treatments across these biological scales, necessitates the use of multiscale computational modeling in combination with experimentation. Many diseases dynamically alter the tissue microenvironment in ways that trigger microvascular network remodeling, which leads to the expansion or regression of microvessel networks. When microvessels undergo remodeling in idiopathic pulmonary fibrosis (IPF), functional gas exchange is impaired and lung function declines. We integrated a multiscale computational model with independent experiments to investigate how combinations of biomechanical and biochemical cues in IPF alter cell fate decisions leading to microvascular remodeling. Our computational model predicted that extracellular matrix (ECM) stiffening reduced microvessel area, which …",Oxford University Press,,2025
728,Fibroblast mechanoperception instructs pulmonary developmental and pattern specification gene expression programs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8jy5ddIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=8jy5ddIAAAAJ:hCrLmN-GePgC,"Dysregulation of the cellular mechanisms that coordinate the interpretation and transduction of microenvironmental biophysical signals are a unifying feature of tissue remodeling pathologies such as fibrosis and cancer. While genomic regulation downstream of normal mechanotransduction (i.e. cases where cells sense soft and stiff appropriately) is well studied, significantly less is known about the consequences of abnormal mechanoperception and subsequent misinterpretation of the mechanical environment. Leveraging Thy-1 (a.k.a. CD90) loss as a model of impaired mechanoperception, we employed ATAC- and RNA-sequencing in parallel to characterize the changes in lung fibroblast genomic activity in response to a combination of substrate stiffness and culture time. Notably, we find perturbed mechanoperception elicits a near-complete shutdown of HOXA5, a transcription factor responsible for pattern specification and development in the nascent lung. In vitro investigation of HOXA5 expression reveals a potential mechanism connecting increased αv integrin signaling, cytoskeletal tension, and SRC kinase activity to HOXA5 silencing. These results establish novel links between integrin signaling and the expression dynamics of genes necessary for tissue formation and regeneration in the injured and/or developing lung, particularly HOXA5.",Cold Spring Harbor Laboratory,,2024
729,Reducing food loss and waste to enhance food security and environmental sustainability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&citation_for_view=BptBqwMAAAAJ:IjCSPb-OGe4C,"While food shortage remains a big concern in many regions around the world, almost one-third of the total food production is discarded as food loss and waste (FLW). This is associated with about one-quarter of land, water, and fertilizer used for crop production, even though resources and environmental constraints are expected to limit food production around the world. FLW reduction represents a potential opportunity to enhance both food security and environmental sustainability and therefore has received considerable attention recently. By reviewing the recent progress and new developments in the literature, this paper highlights the importance of FLW prevention as a complementary solution to address the Grand Challenge of global food security and environmental sustainability. However, raising awareness only is not enough to realize the expected FLW reduction. We identify the knowledge gaps and …",American Chemical Society,Environmental science & technology,2016
730,Understanding and managing the food-energy-water nexus–opportunities for water resources research,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&citation_for_view=BptBqwMAAAAJ:WF5omc3nYNoC,"Studies on the food, energy, and water (FEW) nexus lay a shared foundation for researchers, policy makers, practitioners, and stakeholders to understand and manage linked production, utilization, and security of FEW systems. The FEW nexus paradigm provides the water community specific channels to move forward in interdisciplinary research where integrated water resources management (IWRM) has fallen short. Here, we help water researchers identify, articulate, utilize, and extend our disciplinary strengths within the broader FEW communities, while informing scientists in the food and energy domains about our unique skillset. This paper explores the relevance of existing and ongoing scholarship within the water community, as well as current research needs, for understanding FEW processes and systems and implementing FEW solutions through innovations in technologies, infrastructures, and policies …",Elsevier,,2018
731,Impacts of climate change on agricultural water management: a review,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&citation_for_view=BptBqwMAAAAJ:UeHWp8X0CEIC,"This study provides an overview on the impacts of climate change on agricultural water management, including agricultural water requirement, water availability and water quality, and the transition of those impacts to crop yield, agricultural land suitability and livestock production systems, considering both long‐term trends of climate and extreme climatic events. A synthesis of findings from local, regional, and global studies guides this article's discussion of scientifically based information, implications for managing the risk of water scarcity and food insecurity, and future research. Negative and positive climate change impacts occurring at the local scale may counteract each other at the global scale (e.g., those on irrigation requirement and arable land availability); the impacts from the various factors can be counter‐balanced too (e.g., CO2 and water deficit impact on crop yield). Meanwhile, the shocks at the local and …","John Wiley & Sons, Inc.",Wiley Interdisciplinary Reviews: Water,2015
732,Socio-hydrology: a new understanding to unite or a new science to divide?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&citation_for_view=BptBqwMAAAAJ:aqlVkmm33-oC,"The socio-hydrology community has been very successful in promoting the need for taking the human factor into account in the mainstream hydrology literature since 2012. However, the interest in studying and modeling human-water systems is not new and pre-existed the post-2012 socio-hydrology. So, it is critical to ask what socio-hydrology has been able to offer that would have been unachievable using the existing methods, tools, and analysis frameworks. Thus far, the socio-hydrology studies show a strong overlap with what has already been in the literature, especially in the water resources systems and coupled human and natural systems (CHANS) areas. Nevertheless, the work in these areas has been generally dismissed by the socio-hydrology literature. This paper overviews some of the general concerns about originality, practicality, and contributions of socio-hydrology. It is argued that while in theory, a common sense about the need for considering humans as an integral component of water resources systems models can strengthen our coupled human-water systems research, the current approaches and trends in socio-hydrology can make this interest area less inclusive and interdisciplinary.",MDPI,,2020
733,Assessing the value of seasonal climate forecast information through an end‐to‐end forecasting framework: Application to US 2012 drought in central Illinois,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&citation_for_view=BptBqwMAAAAJ:2osOgNQ5qMEC,"This study proposes an end‐to‐end forecasting framework to incorporate operational seasonal climate forecasts to help farmers improve their decisions prior to the crop growth season, which are vulnerable to unanticipated drought conditions. The framework couples a crop growth model with a decision‐making model for rainfed agriculture and translates probabilistic seasonal forecasts into more user‐related information that can be used to support farmers' decisions on crop type and some market choices (e.g., contracts with ethanol refinery). The regional Climate‐Weather Research and Forecasting model (CWRF) driven by two operational general circulation models (GCMs) is used to provide the seasonal forecasts of weather parameters. To better assess the developed framework, CWRF is also driven by observational reanalysis data, which theoretically can be considered as the best seasonal forecast. The …",,,2014
734,Advancing the Use of Hydroclimatic Forecasts for Water Resources Decision-Making II Oral,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=BptBqwMAAAAJ:blknAaTinKkC,,AGU,,2025
735,End-to-End Graph Neural Networks for Real-Time Hydraulic Prediction in Stormwater Systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=BptBqwMAAAAJ:JV2RwH3_ST0C,"Urban stormwater systems (SWS) play a critical role in protecting communities from pluvial flooding, ensuring public safety, and supporting resilient infrastructure planning. As climate variability intensifies and urbanization accelerates, there is a growing need for timely and accurate hydraulic predictions to support real-time control and flood mitigation strategies. While physics-based models such as SWMM provide detailed simulations of rainfall-runoff and flow routing processes, their computational demands often limit their feasibility for real-time applications. Surrogate models based on machine learning offer faster alternatives, but most rely on fully connected or grid-based architectures that struggle to capture the irregular spatial structure of drainage networks, often requiring precomputed runoff inputs and focusing only on node-level predictions. To address these limitations, we present GNN-SWS, a novel end-to-end graph neural network (GNN) surrogate model that emulates rainfall-driven hydraulic behavior across stormwater systems. The model predicts hydraulic states at both junctions and conduits directly from rainfall inputs, capturing the coupled dynamics of runoff generation and flow routing. It incorporates a spatiotemporal encoder–processor–decoder architecture with tailored message passing, autoregressive forecasting, and physics-guided constraints to improve predictive accuracy and physical consistency. Additionally, a training strategy based on the pushforward trick enhances model stability over extended prediction horizons. Applied to a real-world urban watershed, GNN-SWS demonstrates strong potential as a fast, scalable …",Copernicus Publications,,2025
736,Multi-fidelity graph neural networks for efficient and accurate flood hazard mapping,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=BptBqwMAAAAJ:M3NEmzRMIkIC,"Generating high-resolution flood hazard maps with traditional hydrodynamic models is computationally prohibitive. While surrogate models like graph neural networks (GNNs) offer a faster alternative, they require large, expensive-to-generate, high-fidelity training datasets. This study addresses the critical challenge of creating accurate surrogate models with limited high-fidelity data. We propose a novel multi-fidelity graph neural network (MFGNN) framework that integrates numerous inexpensive, coarse-resolution simulations with a few high-fidelity runs. The method uses a hierarchical pipeline where one GNN learns broad flood patterns from low-fidelity data, and a second GNN learns to predict and apply a high-resolution correction based on the residual error. Comprehensive validation across diverse fluvial and pluvial flood scenarios demonstrates that the MFGNN framework significantly reduces prediction …",Elsevier,,2025
737,Evaluating the suitability of direct air carbon capture and storage in Virginia using geospatial multi-criteria decision analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=BptBqwMAAAAJ:j3f4tGmQtD8C,"Direct Air Carbon Capture and Storage (DACCS) is an emerging technology with significant potential to mitigate climate change by removing carbon dioxide directly from the atmosphere. While past studies have evaluated environmental impacts and economic feasibility of DACCS using Life Cycle Assessment and Techno-Economic Assessment, there is a significant gap in localized assessments of DACCS suitability to better inform and facilitate its implementation in geographic areas where it will be deployed. In this study, we developed a framework that combines geospatial analysis with Multi-Criteria Decision Analysis (MCDA) to facilitate a detailed, localized suitability analysis for DACCS implementation, considering economic, environmental, and social factors. Additionally, we created a web-based decision support tool to streamline the evaluation process for potential DACCS implementation, enhancing …",Pergamon,Renewable and Sustainable Energy Reviews,2025
738,Deep learning-based downscaling of global digital elevation models for enhanced urban flood modeling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=BptBqwMAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=BptBqwMAAAAJ:4JMBOYKVnBMC,"Urban flood modeling depends heavily on the quality of Digital Elevation Models (DEMs). However, accurate, high-resolution DEMs are often expensive and not widely available, particularly in data-limited regions. Consequently, researchers frequently rely on Global Digital Elevation Models (GDEMs), which suffer from vertical biases and limited spatial resolution. This limitation is especially critical in urban settings, where detailed terrain features are essential for accurate flood prediction. In this study, we introduce a novel methodology that leverages Convolutional Neural Network (CNN) architecture (U-Net) and utilizes GDEMs and other publicly available datasets (e.g., Landsat-8, Sentinel-1, and Sentinel-2) to produce an enhanced DEM with a 5-meter spatial resolution. Using USGS high-resolution DEMs as a reference, our results demonstrate that our method is able to generate DEMs with significantly lower …",Elsevier,,2025
739,A 3D model of muscle reveals the causes of nonuniform strains in the biceps brachii,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=fxD7IF0AAAAJ&citation_for_view=fxD7IF0AAAAJ:9yKSN-GCB0IC,"Biomechanical models generally assume that muscle fascicles shorten uniformly. However, dynamic magnetic resonance (MR) images of the biceps brachii have recently shown nonuniform shortening along some muscle fascicles during low-load elbow flexion (J. Appl. Physiol. 92 (2002) 2381). The purpose of this study was to uncover the features of the biceps brachii architecture and material properties that could lead to nonuniform shortening. We created a three-dimensional finite-element model of the biceps brachii and compared the tissue strains predicted by the model with experimentally measured tissue strains. The finite-element model predicted strains that were within one standard deviation of the experimentally measured strains. Analysis of the model revealed that the variation in fascicle lengths within the muscle and the curvature of the fascicles were the primary factors contributing to nonuniform …",Elsevier,,2005
