TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
688,High-Speed Flow Physics,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.1 Aerodynamics,
689,Fluid-Structure Interactions,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
691,Engineering Mechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
694,Soft-Hard Integration Mechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
699,Human Performance Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
703,Complex Systems Failure,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
704,Psychophysics And Psychometrics,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.4 Statistical Physics,
706,Technology And Democracy,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
708,Data Fusion,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
709,Knowledge Discovery,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
710,Simulation Optimization,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.3 Simulation,
712,Financial Engineering And Modeling,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
713,Asset Management And Portfolio Design,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
716,Multimodal Machine Learning For Public Health,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
717,Human Behavior Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
719,Infectious Disease Modeling,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
726,The Generic Structure And Mathematics Of Simulation Models,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.3 Simulation,
727,Discrete And Continuous Dynamical Systems,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
733,Sports Analytics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.1 Business Analytics,
734,Structure Analysis,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
741,Intelligent Materials And Structures,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.4 Smart Structures,
744,Applied Mathematics,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
745,Geophysical Mass Flows,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.3 Geohazards,
746,Computational Fluid Dynamics,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
747,Numerical Simulation,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
748,Data Assimilation Adjoints,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
750,Motivation,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
751,Person-Situation Dynamics,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
753,Leadership,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.4 Professional Development,
754,Materials Science And Engineering,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
755,Mental Health,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
762,Dynamic Programming,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
764,Material Science,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
766,Semiconductors,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
767,X-Ray Photoelectron Spectroscopy,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
768,Molecular Beam Epitaxy,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
770,Indoor Environmental Quality,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
771,Digital Twin,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
773,Generative AI In Computer Science Courses,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.1 CS Education,
774,Computer Science 1,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.1 CS Education,
775,Automated Assessment Tools,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
777,Error Messages,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
786,Biolocomotion,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
788,Vehicle Stability,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.3 Flight Mechanics,
790,Magnesium,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
791,Uranium,7. Chemical & Nuclear Engineering,7.2 Nuclear Engineering,7.2.1 Nuclear Materials,
793,Texture,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.1 Microscopy & Imaging,
794,Dislocations,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
796,Extreme Nanomanufacturing,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
797,Solid-Liquid Interaction,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.4 Transport Phenomena,
799,Data Science,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
800,Event Prediction,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
802,Crime Linkage,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
803,Transplant Analytics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
805,Water Chemistry,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
807,Complex Fluids,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
809,Neurodevelopmental Disorders,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.4 Neuroscience & Neural Engineering,
813,Algorithm Development,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
817,Water Resources Management,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
822,Bio-Inspired Flow,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
826,Fish Swimming,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
827,Infectious Disease,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
828,Signal Transduction,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
833,Networking,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.1 Networking,
837,Transhumanism,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.4 History of Technology,
838,Microresonators,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
839,Microcavities,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
841,Photonics,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
842,Computer Science,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
845,Security And Privacy,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
846,Computer Science Education Scholarship/Research,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.1 CS Education,
847,Graph Dynamical Systems,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
848,Modeling,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
849,System Architectures,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
850,Massively Interacting Systems,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
851,Coupled,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
853,Optical Diagnostics,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
855,Flow Instrumentation,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
857,Thermal Management,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.2 Heat Transfer,
859,Construction Engineering And Management,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.1 Construction Management,
860,Environmental Fluid Mechanics,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
861,Coastal Oceanography,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.3 Environmental Engineering,
862,Marine Ecosystems,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.3 Environmental Engineering,
863,Optoelectronics,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
864,Fatigue,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
865,Environment Assisted Cracking,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
866,Stress Corrosion Cracking,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
867,Hydrogen,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
869,Image Analysis,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
870,Shape Analysis,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
874,Governance,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
876,Futures Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
880,Radiation-Solid Interactions,7. Chemical & Nuclear Engineering,7.2 Nuclear Engineering,7.2.2 Radiation Effects,
885,Earthquake Engineering,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.2 Earthquake Engineering,
888,Structural Health Monitorin,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
891,Vehicle Crashworthiness,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
892,Sports Injuries,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
894,Human-Robot Interaction,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
895,Secure Internet Of Things,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
897,Bridge Engineering,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
898,Condition Assessment,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
899,Digital Image Correlation,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
900,Terahertz,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.4 Laser Technology,
901,Microwave,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
902,Millimeter-Wave,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
907,Mems,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
908,Rf-Mems,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
909,Computer Science,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
912,Social Networks,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
914,Language Models,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.4 Natural Language Processing,
919,First-Principles,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
921,Multi-Agent Systems,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
924,In-Situ/Operando Characterization,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.3 In-situ Characterization,
925,X-Ray Absorption Fine Structure,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
926,Serious Games,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
930,Orthopaedics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
931,Structural Design,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.1 Structural Analysis,
937,Science And Technology Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
938,Laboratory Ethnography,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
939,Construction Of Expertise,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
944,Tyrosine Phosphorylation,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
949,Economics Of Information,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
950,Muscle,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
951,Computer Modeling,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.3 Scientific Computing,
954,Optical Fiber Communication,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.2 Optical Communications,
956,Visible Light Communications,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
957,Optical,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
960,Cell Signaling,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
961,Cancer Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
962,Cyber-Physical Systems,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
963,Emergency Medicine,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
964,Pediatric Trauma,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
965,Machine Learning,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
967,Electronic Structure,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
971,Wash,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
972,Social Equity In Stem,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
974,Rural Development,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
976,Investment Management,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
978,Asset Management,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
984,Photodetector,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
987,Chromatography,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.2 Separations,
988,Econometrics,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
989,Theory Of Computation,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
990,Industrial Organization,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.4 Industrial Organization,
995,Software-Defined Networking,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.1 Networking,
999,Material Thermophysics,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.3 Thermodynamics,
1003,Human-Technology Interaction,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
1005,Biofabrication,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.3 Biomaterials,
1011,Bayesian Theory,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.3 Statistics,
1012,Decision Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
1013,Forecasting Theory,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.4 Decision Analysis,
1019,III-Nitride,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1021,Ethics,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
1022,Environmental Sustainability,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.4 Climate & Sustainability,
1025,Integrated Antennas,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.1 Wireless Communications,
1033,Secure Computation,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
1034,Flipping Frenemies,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
1035,Internet Of Things,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
1045,Reinforcement Learning,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
1048,Trauma,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
1050,Life Saving Techniques,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1059,Formal Methods,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.2 Formal Methods & Verification,
1061,Lean,8. Industrial & Systems Engineering,8.3 Manufacturing Systems,8.3.1 Manufacturing Systems,
1071,Generative Modeling,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
1073,Industrial Ecology,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
1074,Mechanical Engineering,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
1077,Collaborative Learning,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
1078,Inclusive Teaching,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
1079,Alternative Grading,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.2 Educational Innovation,
1080,Mechanobiology,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
1081,Vascular Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1085,Geophysical Mass Flows,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.3 Geohazards,
1088,Immunotherapy,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
1089,Autonomy,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.3 Autonomous Systems,
1094,Transportation Engineering,6. Civil & Environmental Engineering,6.2 Transportation Engineering,6.2.1 Transportation Systems,
1095,Operations,8. Industrial & Systems Engineering,8.3 Manufacturing Systems,8.3.1 Manufacturing Systems,
1096,Information Technology,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
1097,Computer-Aided Design,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.4 CAD/CAM,
1100,Stochastic Approximation,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.2 Stochastic Systems,
1101,Systems Engineering,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.1 Systems Analysis,
1103,Electrochemistry,7. Chemical & Nuclear Engineering,7.3 Energy & Sustainability,7.3.1 Energy Systems,
1105,Inhibitors,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1107,Predictive Modeling,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
1109,Space-Time Modeling,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
1111,Polymers And Soft Matter,3. Materials Science & Engineering,3.4 Polymers & Soft Matter,3.4.1 Polymer Science,
1112,Advanced (Bio)Manufacturing,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.2 Additive Manufacturing,
1113,Intelligent Built Environments,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
1115,Behavioral Modeling,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
1123,Microfluidics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.3 Medical Devices & Instrumentation,
1124,Dielectrophoresis,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1125,Bioimpedance,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
1127,Cytometry,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
1128,Nano-Bio-Info-Cogno Convergence,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.3 Innovation Studies,
1129,Technology Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1130,Science Fiction,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1132,Heat Transport,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.2 Heat Transfer,
1133,Thermoelectrics,4. Electrical & Electronics Engineering,4.4 Power & Energy Systems,4.4.2 Energy Storage,
1134,Rapid Prototyping,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.3 Rapid Prototyping,
1137,Labor,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.4 Industrial Organization,
1138,Culture,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
1139,Information Theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
1140,Coding Theory,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.3 Cryptography,
1142,Flexible Electronics,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
1145,Human-Robot Collaboration,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
1148,Thin Films,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
1149,Epitaxy,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
1150,Ion Conductors,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
1151,Angiogenesis,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1152,Agent-Based Modeling,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.3 Simulation,
1154,Microcirculation,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1155,Heterogeneous Catalysis,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
1162,Materials,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
1166,Signal Processing,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.2 Signal Processing,
1167,Communications,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.4 Communication Systems,
1168,Data Science,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
1169,Tensor Decomposition,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
1170,Surveillance,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.4 Privacy & Trust,
1173,Engineering Studies,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
1176,Silicene And Graphene,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
1179,American Math Soc,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
1183,Drug Discovery,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
1186,Occupant Protection,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
1188,Cyberinfrastructure,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
1190,Parallel Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
1194,Soot,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.4 Combustion,
1198,Scalable Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
1201,Health Informatics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
1202,Health Equity,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.2 Healthcare Systems,
1204,Gene Therapy,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
1209,Edge Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
1210,Bone,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
1212,Skeletal Development And Evolution,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
1217,Data Provenance,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.3 Database Systems,
1218,Intrusion Detection,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
1219,Forensics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
1224,Remote Sensing,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1225,Materials Physics,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.1 Condensed Matter Physics,
1228,Deliberative Democracy,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
