Id,Name
942,Energy-harvesting Sensors
943,Cell Signaling
944,Tyrosine Phosphorylation
945,Engineering Sustainability
946,Extracellular Matrix
948,Complex Systems Theory
949,Economics Of Information
950,Muscle
951,Computer Modeling
952,Imaging
954,Optical Fiber Communication
955,Optical Wireless Communications
956,Visible Light Communications
957,Optical
958,Systems And Synthetic Biology
959,Neonatal And Maternal Immunology
962,Cps
963,Emergency Medicine
964,Pediatric Trauma
968,Molecular Imaging
969,Target Identification
971,Wash
972,Social Equity In Stem
974,Rural Development
975,Financial Engineering
976,Investment Management
978,Asset Management
979,Economic Analysis
980,Laser
983,Photodiode
984,Photodetector
985,Human-ai/robot Interaction
986,Molecular Modeling
987,Chromatography
988,Econometrics
989,Theory Of Computation
990,Industrial Organization
992,Laser Processing Of Materials
993,Systems Engineering
994,Healthcare
995,Sdn
997,Thermal Sciences
999,Material Thermophysics
1000,Nanoscale Heat Transport
1002,Medical Simulation
1003,Human-technology Interaction
1005,Biofabrication
1006,Hydrogels
1008,Uncertainty Quantification
1009,Stochastic Computation
1010,Smart Infrastructure Systems
1011,Bayesian Theory
1012,Decision Theory
1013,Forecasting Theory
1014,Probabilistic Forecasting
1015,Stochastic Control
1016,Software Reliability And Performance Analysis
1017,Transmission Electron Microscopy And Associated Techniques
1019,Iii-nitride
1021,Ethics
1022,Environmental Sustainability
1023,Integrated Circuits
1024,Mm-wave Circuits
1025,Integrated Antennas
1026,Silicon Photonics
1027,Graph Learning
1029,Medical Informatics
1030,Healthcare Systems
1031,Adversarial Machine Learning
1032,Privacy-preserving Machine Learning
1033,Secure Computation
1034,Flipping Frenemies
1036,Environmental Engineering And Policy
1038,Photoacoustic Imaging
1039,Ultrasound
1043,Signal Processing
1044,Multi-armed Bandits
1046,Federated Learning
1047,Wireless
1048,Trauma
1049,Post Mortem Radiology
1050,Life Saving Techniques
1052,Human-automation Interaction
1056,Peptides
1057,Electric Propulsion
1058,Plasma Physics
1060,Operations Research
1061,Lean
1063,Automobile Safety
1064,Fiber Reinforced Composites
1065,Structural Mechanics
1067,Probabilistic Ml
1068,Computational Geometry
1069,Computational Design
1070,Scientific Machine Learning
1071,Generative Modeling
1073,Industrial Ecology
1074,Mechanical Engineering
1075,Heat Transfer
1076,Simulation
1077,Collaborative Learning
1078,Inclusive Teaching
1079,Alternative Grading
1081,Vascular Biology
1083,Wireless Communications And Networking
1086,Polymeric Biomaterials
1088,Immunotherapy
1089,Autonomy
1091,Network Biology
1094,Transportation Engineering
1095,Operations
1096,Information Technology
1098,Machine Learning Acceleration
1100,Stochastic Approximation
1103,Electrochemistry
1104,Coatings
1105,Inhibitors
1107,Predictive Modeling
1108,Response Surfaces
1109,Space-time Modeling
1110,Computational Nano-electronics
1113,Intelligent Built Environments
1114,User-centered Design
1115,Behavioral Modeling
1116,Virtual And Augmented Reality
1117,Automation In Construc
1118,Ai Systems
1119,Serverless Computing
1120,Storage Systems
1123,Microfluidics
1124,Dielectrophoresis
1125,Bioimpedance
1126,Lab-on-a-chip
1127,Cytometry
1128,Nbic
1129,Technology Studies
1130,Science Fiction
1131,Charge Transport
1132,Heat Transport
1133,Thermoelectrics
1134,Rapid Prototyping
1136,Technology
1137,Labor
1138,Culture
1139,Information Theory
1140,Coding Theory
1141,Data Storage
1142,Flexible Electronics
1143,Smart Manufacturing System Modeling And Analysis
1144,Production Control
1145,Hrc
1146,Ferroelectrics
1147,Dielectrics
1149,Epitaxy
1150,Ion Conductors
1151,Angiogenesis
1152,Agent-based Modeling
1154,Microcirculation
1155,Heterogeneous Catalysis
1156,Ai Integration
1157,First-year Engineering
1158,Biological Image Analysis
1160,Ai For Healthcare
1161,Battery
1162,Materials
1163,Colloids
1164,Particles
1165,Mri
1167,Communications
1169,Tensor Decomposition
1170,Surveillance
1171,Transparency
1172,Service-learning
1173,Engineering Studies
1174,Military Technology
1175,Surface And Nanoscience
1176,Silicene And Graphene
1177,Surface Chemistry
1178,Oxidation And Corrosion
1179,American Math Soc
1180,Asian American Scholars Forum
1181,Indian Acad Sci
1182,Academy Of Romanian Scientists
1183,Drug Discovery
1184,Scholarly Communication
1185,Professional
1186,Occupant Protection
1187,Orthopaedic Biomechanics
1188,Cyberinfrastructure
1189,Clouds
1190,Parallel Computing
1191,Particle Physics
1192,Flames
1193,Chemical Kinetics
1194,Soot
1196,Computational Epidemiology
1198,Scalable Computing
1199,Computer Vision
1200,Human Factors Engineering
1202,Health Equity
1203,Patient Ergonomics
1204,Gene Therapy
1205,Pharmacology
1209,Edge Computing
1212,Skeletal Development And Evolution
1215,Laser Diagnostics
1216,System Security
1217,Data Provenance
1218,Intrusion Detection
1219,Forensics
1221,Urban Hydrology
1223,Global Hydrology
1224,Remote Sensing
1225,Materials Physics
1227,Spacecraft
1228,Deliberative Democracy
1229,Tech Ethics
1230,Peacebuilding
1231,Conflict Resolution
1232,Environmental Governance
1233,Single-cell Biology
1234,Cellular Plasticity
1237,Electroconvection
1238,Nanoscience
1240,Engineering Pedagogy
1241,Materials For Extreme Environments
1242,Gw-bse
1246,Dependable Computing
1247,Dependable Systems
1248,Cyber-physical Systems Security
1249,Medical Robotics
1251,Wearable Technology
1252,Internet Of Medical Things
1253,Medical Cyber Physical Systems
1254,Multimodal Displays
1255,Tactile
1256,Eye Tracking
1257,Vr/ar/mr
1258,Precision Health
1259,Medical Devices
1260,Cancer Screening
1261,History
1262,History Of Technology
1263,Science
1264,And Society
1265,Vlsi
1266,Low Power Circuits
1267,Sub-threshold
1268,Sram
1269,Body Sensor Networks
1270,Water Quality
1271,Point-of-use Water Treatment
1272,Groundwater
1275,Socialization
1276,Sense Of Belonging
1278,Identity
1279,Control Theory And Applications
1280,Low Power
1282,Nanoelectronics
1283,Electrochemical Materials Science
1284,Electrodeposition
1285,Photoelectrochemistry
1286,Functional Materials
1287,Focused Ultrasound
1289,Quantitative Imaging
1290,Image Processing
1291,Engineering
1292,Medicine
1293,Immunology
1295,Multi-modal Interfaces
1296,Vr/ar Interaction
1298,Numerical Algorithms
1299,Aerospace Propulsion Systems
1300,Multibody Mechanics
1302,Corrosion Science
1303,Service Life Prediction
1307,Laser Traps
1308,Cell Motility
1309,Engineering Education Research
1312,Hardware Acceleration
1313,Automata Processing
1314,Heterogeneous Computing
1318,Systems
1323,Resuscitation
1324,Shock
1325,Artificial Pancreas
1326,Metabolic Simulations
1327,Diabetes Technology
1328,Impact And Injury Biomechanics
1329,Image Reconstruction
1331,Teacher Preparation
1332,Magnetic Resonance Imaging
1334,Artificial Neural Network (ann) Applications In Engineering
1335,Multi-hazard
